class,start_frame,stop_frame,video_id,point
Billiards,2025.0,2277.0,video_validation_0000051,2178.44658
Billiards,2577.0,2718.0,video_validation_0000051,2618.22648
Billiards,4179.0,4446.0,video_validation_0000051,4327.93938
Billiards,729.0,744.0,video_validation_0000052,734.51271
Billiards,273.0,414.0,video_validation_0000053,278.60418
Billiards,672.0,744.0,video_validation_0000053,709.56108
Billiards,1029.0,1203.0,video_validation_0000053,1147.25382
Billiards,1491.0,1590.0,video_validation_0000053,1545.13359
Billiards,1908.0,2055.0,video_validation_0000053,1942.54863
Billiards,2238.0,2418.0,video_validation_0000053,2340.92298
Billiards,2655.0,2721.0,video_validation_0000053,2686.25403
Billiards,2901.0,2976.0,video_validation_0000053,2950.4991299999997
Billiards,3381.0,3414.0,video_validation_0000053,3397.91148
Billiards,3735.0,3900.0,video_validation_0000053,3843.62334
Billiards,4152.0,4380.0,video_validation_0000053,4287.82524
Billiards,4584.0,4683.0,video_validation_0000053,4631.9142
Billiards,4917.0,4992.0,video_validation_0000053,4940.03259
Billiards,5277.0,5430.0,video_validation_0000053,5337.77493
Billiards,5664.0,5814.0,video_validation_0000053,5696.05446
Billiards,3807.0,3828.0,video_validation_0000054,3817.63935
Billiards,615.0,768.0,video_validation_0000055,624.91239
Billiards,1404.0,1548.0,video_validation_0000055,1411.77912
Billiards,1758.0,2031.0,video_validation_0000055,1827.55872
Billiards,2187.0,2316.0,video_validation_0000055,2199.61041
Billiards,2568.0,2727.0,video_validation_0000055,2578.6359
Billiards,2853.0,2988.0,video_validation_0000055,2914.79646
Billiards,3126.0,3252.0,video_validation_0000055,3224.5395
Billiards,3504.0,3651.0,video_validation_0000055,3556.2171
Billiards,3822.0,3993.0,video_validation_0000055,3889.88634
Billiards,522.0,729.0,video_validation_0000056,597.59571
Billiards,822.0,1062.0,video_validation_0000056,857.76765
Billiards,1515.0,1581.0,video_validation_0000056,1537.79457
Billiards,1803.0,1878.0,video_validation_0000056,1831.31538
Billiards,2163.0,2187.0,video_validation_0000056,2170.44081
Billiards,2550.0,2580.0,video_validation_0000056,2569.4738700000003
Billiards,2742.0,2844.0,video_validation_0000056,2818.04259
Billiards,3054.0,3204.0,video_validation_0000056,3069.93612
Billiards,3624.0,3705.0,video_validation_0000056,3639.51165
Billiards,3747.0,3801.0,video_validation_0000056,3788.7406499999997
Billiards,3935.9999999999995,3954.0000000000005,video_validation_0000056,3941.11473
Billiards,282.0,351.0,video_validation_0000057,303.2772
Billiards,1311.0,1428.0,video_validation_0000057,1390.49934
Billiards,2103.0,2211.0,video_validation_0000057,2139.88683
Billiards,2412.0,2499.0,video_validation_0000057,2435.98776
Billiards,2745.0,2904.0,video_validation_0000057,2794.83042
Billiards,3144.0,3213.0,video_validation_0000057,3163.2569700000004
Billiards,3381.0,3528.0,video_validation_0000057,3390.96333
Billiards,4209.0,4272.0,video_validation_0000057,3840.57447
Billiards,4209.0,4272.0,video_validation_0000057,4225.15419
Billiards,4452.0,4503.0,video_validation_0000057,4479.112770000001
Billiards,4791.0,4899.0,video_validation_0000057,4803.39654
Billiards,5574.0,5670.0,video_validation_0000057,5615.97591
Billiards,5895.0,6057.0,video_validation_0000057,5923.0827
Billiards,6474.0,6624.0,video_validation_0000057,6516.4223999999995
Billiards,327.0,348.0,video_validation_0000058,343.38117
Billiards,2487.0,2529.0,video_validation_0000058,2496.4960800000003
Billiards,3426.0,3477.0,video_validation_0000058,3434.35986
Billiards,3711.0,3786.0,video_validation_0000058,3741.0688800000003
Billiards,147.0,201.0,video_validation_0000059,196.00116
Billiards,768.0,816.0,video_validation_0000059,791.53437
Billiards,1278.0,1329.0,video_validation_0000059,1298.57937
