class,start_frame,stop_frame,video_id,point
Billiards,2025.0,2277.0,video_validation_0000051,2213.15619
Billiards,2577.0,2718.0,video_validation_0000051,2659.82832
Billiards,4179.0,4446.0,video_validation_0000051,4326.58272
Billiards,273.0,414.0,video_validation_0000053,341.84373
Billiards,672.0,744.0,video_validation_0000053,713.9661
Billiards,1029.0,1203.0,video_validation_0000053,1147.43466
Billiards,1491.0,1590.0,video_validation_0000053,1545.83172
Billiards,1908.0,2055.0,video_validation_0000053,1945.92834
Billiards,2238.0,2418.0,video_validation_0000053,2340.39477
Billiards,2655.0,2721.0,video_validation_0000053,2681.90934
Billiards,2901.0,2976.0,video_validation_0000053,2953.86117
Billiards,3381.0,3414.0,video_validation_0000053,3399.07575
Billiards,3735.0,3900.0,video_validation_0000053,3839.62881
Billiards,4152.0,4380.0,video_validation_0000053,4297.08471
Billiards,4584.0,4683.0,video_validation_0000053,4633.82457
Billiards,4917.0,4992.0,video_validation_0000053,4943.22168
Billiards,5277.0,5430.0,video_validation_0000053,5339.61429
Billiards,5664.0,5814.0,video_validation_0000053,5748.78642
Billiards,3807.0,3828.0,video_validation_0000054,3816.8018399999996
Billiards,615.0,768.0,video_validation_0000055,625.14309
Billiards,1404.0,1548.0,video_validation_0000055,1418.5107
Billiards,1758.0,2031.0,video_validation_0000055,1828.54659
Billiards,2187.0,2316.0,video_validation_0000055,2197.81662
Billiards,2568.0,2727.0,video_validation_0000055,2576.32854
Billiards,2853.0,2988.0,video_validation_0000055,2919.35442
Billiards,3126.0,3252.0,video_validation_0000055,3218.42991
Billiards,3504.0,3651.0,video_validation_0000055,3557.29956
Billiards,3822.0,3993.0,video_validation_0000055,3887.92476
Billiards,522.0,729.0,video_validation_0000056,596.5826400000001
Billiards,822.0,1062.0,video_validation_0000056,856.93497
Billiards,1515.0,1581.0,video_validation_0000056,1537.20711
Billiards,1803.0,1878.0,video_validation_0000056,1833.609
Billiards,2163.0,2187.0,video_validation_0000056,2176.1460899999997
Billiards,2550.0,2580.0,video_validation_0000056,2568.74553
Billiards,2742.0,2844.0,video_validation_0000056,2811.46758
Billiards,3054.0,3204.0,video_validation_0000056,3070.47243
Billiards,3624.0,3705.0,video_validation_0000056,3639.2466000000004
Billiards,3747.0,3801.0,video_validation_0000056,3757.15176
Billiards,3935.9999999999995,3954.0000000000005,video_validation_0000056,3943.3956599999997
Billiards,282.0,351.0,video_validation_0000057,279.42234
Billiards,1311.0,1428.0,video_validation_0000057,1393.3178699999999
Billiards,2103.0,2211.0,video_validation_0000057,2137.9953299999997
Billiards,2412.0,2499.0,video_validation_0000057,2445.5555999999997
Billiards,2745.0,2904.0,video_validation_0000057,2800.18071
Billiards,3144.0,3213.0,video_validation_0000057,3162.95943
Billiards,3381.0,3528.0,video_validation_0000057,3393.83376
Billiards,4209.0,4272.0,video_validation_0000057,4224.04053
Billiards,4452.0,4503.0,video_validation_0000057,4472.2090499999995
Billiards,4791.0,4899.0,video_validation_0000057,4802.607
Billiards,5574.0,5670.0,video_validation_0000057,5617.31346
Billiards,5895.0,6057.0,video_validation_0000057,5921.63001
Billiards,6474.0,6624.0,video_validation_0000057,6513.76986
Billiards,327.0,348.0,video_validation_0000058,344.54805
Billiards,2487.0,2529.0,video_validation_0000058,2497.72506
Billiards,3426.0,3477.0,video_validation_0000058,3438.60891
Billiards,3711.0,3786.0,video_validation_0000058,3740.47101
Billiards,147.0,201.0,video_validation_0000059,196.63296
Billiards,768.0,816.0,video_validation_0000059,792.86193
Billiards,1278.0,1329.0,video_validation_0000059,1293.64005
Billiards,2055.0,2109.0,video_validation_0000059,2081.33175
Billiards,2484.0,2532.0,video_validation_0000059,2496.0423299999998
Billiards,2724.0,2739.0,video_validation_0000059,2743.53453
Billiards,3126.0,3144.0,video_validation_0000059,3143.87895
Billiards,3363.0,3390.0,video_validation_0000059,3376.4083800000003
Billiards,3690.0,3741.0,video_validation_0000059,3720.56799
Billiards,3978.0,4020.0,video_validation_0000059,4002.23409
Billiards,4365.0,4392.0,video_validation_0000059,4377.79377
Billiards,5118.0,5160.0,video_validation_0000059,5149.65111
Billiards,5499.0,5514.0,video_validation_0000059,5512.45854
Billiards,6021.0,6135.0,video_validation_0000059,6097.03215
Billiards,6402.0,6450.0,video_validation_0000059,6418.42641
Billiards,717.0,936.0,video_validation_0000060,806.44029
Billiards,1506.0,1698.0,video_validation_0000060,1577.61537
Billiards,1803.0,1905.0,video_validation_0000060,1842.94443
Billiards,2211.0,2301.0,video_validation_0000060,2234.5754100000004
Billiards,3030.0,3150.0,video_validation_0000060,3050.86737
Billiards,3696.0,3837.0,video_validation_0000060,3761.32479
Billiards,4005.0,4092.0,video_validation_0000060,4030.6841099999997
Billiards,4248.0,4359.0,video_validation_0000060,4290.24762
Billiards,4476.0,4563.0,video_validation_0000060,4512.81744
CleanAndJerk,306.0,687.0,video_validation_0000151,461.66841
CleanAndJerk,384.0,852.0,video_validation_0000152,516.85041
CleanAndJerk,1680.0,1878.0,video_validation_0000152,1775.99499
CleanAndJerk,2943.0,3744.0,video_validation_0000152,3046.6028699999997
CleanAndJerk,129.0,327.0,video_validation_0000153,236.25449999999998
CleanAndJerk,489.0,633.0,video_validation_0000153,573.83052
CleanAndJerk,855.0,1104.0,video_validation_0000153,983.05125
CleanAndJerk,1686.0,2190.0,video_validation_0000153,1838.3139299999998
CleanAndJerk,2571.0,3030.0,video_validation_0000153,2766.11112
CleanAndJerk,3642.0,4248.0,video_validation_0000153,4127.66709
CleanAndJerk,162.0,348.0,video_validation_0000154,294.92913
CleanAndJerk,390.0,591.0,video_validation_0000154,523.65192
CleanAndJerk,642.0,879.0,video_validation_0000154,784.06356
CleanAndJerk,1068.0,1356.0,video_validation_0000155,1157.7273
CleanAndJerk,105.0,321.0,video_validation_0000156,258.98619
CleanAndJerk,585.0,816.0,video_validation_0000156,728.1313799999999
CleanAndJerk,3504.0,3645.0,video_validation_0000156,3612.89514
CleanAndJerk,3816.0,4002.0,video_validation_0000156,3972.31308
CleanAndJerk,4347.0,4542.0,video_validation_0000156,4493.60103
CleanAndJerk,4944.0,5217.0,video_validation_0000156,5108.92503
CleanAndJerk,5541.0,5787.0,video_validation_0000156,5723.13759
CleanAndJerk,6783.0,7038.0,video_validation_0000156,6969.3987
CleanAndJerk,9.0,288.0,video_validation_0000157,161.51468999999997
CleanAndJerk,321.0,1488.0,video_validation_0000157,1217.43858
CleanAndJerk,117.0,483.00000000000006,video_validation_0000158,377.94936
CleanAndJerk,732.0,1038.0,video_validation_0000158,906.3567
CleanAndJerk,1410.0,4953.0,video_validation_0000158,4629.89814
CleanAndJerk,6456.0,6729.0,video_validation_0000158,6568.7586
CleanAndJerk,7074.0,7326.0,video_validation_0000158,7182.22653
CleanAndJerk,7470.0,7764.0,video_validation_0000158,7590.922500000001
CleanAndJerk,7881.0,8184.0,video_validation_0000158,8054.840400000001
CleanAndJerk,1056.0,1548.0,video_validation_0000159,1415.58045
CleanAndJerk,6909.0,7383.0,video_validation_0000159,7257.07434
CleanAndJerk,7995.0,8220.0,video_validation_0000159,8137.178160000001
CleanAndJerk,11046.0,11658.0,video_validation_0000159,11496.706110000001
CleanAndJerk,12006.0,12348.0,video_validation_0000159,12138.94947
CleanAndJerk,1389.0,2019.0,video_validation_0000160,1879.02414
CleanAndJerk,2847.0,3255.0,video_validation_0000160,3117.0033
CleanAndJerk,7134.0,7656.0,video_validation_0000160,7472.23068
CleanAndJerk,9036.0,9588.0,video_validation_0000160,9078.171419999999
CliffDiving,339.0,423.0,video_validation_0000161,391.41990000000004
Diving,339.0,423.0,video_validation_0000161,391.41990000000004
CliffDiving,630.0,717.0,video_validation_0000161,670.74225
Diving,630.0,717.0,video_validation_0000161,670.74225
CliffDiving,792.0,882.0,video_validation_0000161,843.0546899999999
Diving,792.0,882.0,video_validation_0000161,843.0546899999999
CliffDiving,1527.0,1662.0,video_validation_0000161,1630.2982200000001
Diving,1527.0,1662.0,video_validation_0000161,1630.2982200000001
CliffDiving,0.0,84.0,video_validation_0000162,21.8682
Diving,0.0,84.0,video_validation_0000162,21.8682
CliffDiving,321.0,357.0,video_validation_0000162,354.88326
Diving,321.0,357.0,video_validation_0000162,354.88326
CliffDiving,1194.0,1293.0,video_validation_0000162,1233.4267499999999
Diving,1194.0,1293.0,video_validation_0000162,1233.4267499999999
CliffDiving,2016.0,2100.0,video_validation_0000162,2043.6781499999997
Diving,2016.0,2100.0,video_validation_0000162,2043.6781499999997
CliffDiving,2373.0,2469.0,video_validation_0000162,2416.9274400000004
Diving,2373.0,2469.0,video_validation_0000162,2416.9274400000004
CliffDiving,2526.0,2628.0,video_validation_0000162,2563.6467000000002
Diving,2526.0,2628.0,video_validation_0000162,2563.6467000000002
CliffDiving,2637.0,2721.0,video_validation_0000162,2669.6248499999997
Diving,2637.0,2721.0,video_validation_0000162,2669.6248499999997
CliffDiving,2751.0,2838.0,video_validation_0000162,2797.04556
Diving,2751.0,2838.0,video_validation_0000162,2797.04556
CliffDiving,3264.0,3384.0,video_validation_0000162,3317.29287
Diving,3264.0,3384.0,video_validation_0000162,3317.29287
CliffDiving,3462.0,3546.0,video_validation_0000162,3493.99272
Diving,3462.0,3546.0,video_validation_0000162,3493.99272
CliffDiving,3564.0,3660.0,video_validation_0000162,3599.60526
Diving,3564.0,3660.0,video_validation_0000162,3599.60526
CliffDiving,3678.0,3762.0,video_validation_0000162,3715.98723
Diving,3678.0,3762.0,video_validation_0000162,3715.98723
CliffDiving,3783.0,3969.0000000000005,video_validation_0000162,3878.9584800000002
Diving,3783.0,3969.0000000000005,video_validation_0000162,3878.9584800000002
CliffDiving,4305.0,4401.0,video_validation_0000162,4364.58186
Diving,4305.0,4401.0,video_validation_0000162,4364.58186
CliffDiving,4446.0,4539.0,video_validation_0000162,4484.1291
Diving,4446.0,4539.0,video_validation_0000162,4484.1291
CliffDiving,4575.0,4653.0,video_validation_0000162,4614.54213
Diving,4575.0,4653.0,video_validation_0000162,4614.54213
CliffDiving,4674.0,4755.0,video_validation_0000162,4713.52989
Diving,4674.0,4755.0,video_validation_0000162,4713.52989
CliffDiving,4923.0,5013.0,video_validation_0000162,4961.43429
Diving,4923.0,5013.0,video_validation_0000162,4961.43429
CliffDiving,5025.0,5097.0,video_validation_0000162,5052.4623
Diving,5025.0,5097.0,video_validation_0000162,5052.4623
CliffDiving,5103.0,5193.0,video_validation_0000162,5132.99262
Diving,5103.0,5193.0,video_validation_0000162,5132.99262
CliffDiving,5298.0,5388.0,video_validation_0000162,5346.857190000001
Diving,5298.0,5388.0,video_validation_0000162,5346.857190000001
CliffDiving,1116.0,1236.0,video_validation_0000163,1161.9627
Diving,1116.0,1236.0,video_validation_0000163,1161.9627
CliffDiving,1608.0,1728.0,video_validation_0000163,1672.93725
Diving,1608.0,1728.0,video_validation_0000163,1672.93725
CliffDiving,2820.0,2943.0,video_validation_0000163,2854.69479
Diving,2820.0,2943.0,video_validation_0000163,2854.69479
CliffDiving,3138.0,3219.0,video_validation_0000163,3168.0961500000003
Diving,3138.0,3219.0,video_validation_0000163,3168.0961500000003
CliffDiving,3837.0,3945.0,video_validation_0000163,3877.8025500000003
Diving,3837.0,3945.0,video_validation_0000163,3877.8025500000003
CliffDiving,4461.0,4710.0,video_validation_0000163,4649.37936
Diving,4461.0,4710.0,video_validation_0000163,4649.37936
CliffDiving,5184.0,5310.0,video_validation_0000163,5246.43909
Diving,5184.0,5310.0,video_validation_0000163,5246.43909
CliffDiving,2808.0,2871.0,video_validation_0000164,2845.66737
Diving,2808.0,2871.0,video_validation_0000164,2845.66737
CliffDiving,3069.0,3174.0,video_validation_0000164,3107.9553300000002
Diving,3069.0,3174.0,video_validation_0000164,3107.9553300000002
CliffDiving,3285.0,3354.0,video_validation_0000164,3346.80486
Diving,3285.0,3354.0,video_validation_0000164,3346.80486
CliffDiving,4005.0,4092.0,video_validation_0000164,4049.3435999999997
Diving,4005.0,4092.0,video_validation_0000164,4049.3435999999997
CliffDiving,1221.0,1377.0,video_validation_0000165,1261.32204
Diving,1221.0,1377.0,video_validation_0000165,1261.32204
CliffDiving,1446.0,1533.0,video_validation_0000165,1485.11238
Diving,1446.0,1533.0,video_validation_0000165,1485.11238
CliffDiving,1749.0,1845.0,video_validation_0000165,1801.6032
Diving,1749.0,1845.0,video_validation_0000165,1801.6032
CliffDiving,1989.0,2079.0,video_validation_0000165,2049.56868
Diving,1989.0,2079.0,video_validation_0000165,2049.56868
CliffDiving,2682.0,2865.0,video_validation_0000165,2791.13505
Diving,2682.0,2865.0,video_validation_0000165,2791.13505
CliffDiving,2349.0,2484.0,video_validation_0000166,2409.03636
Diving,2349.0,2484.0,video_validation_0000166,2409.03636
CliffDiving,2514.0,2571.0,video_validation_0000166,2530.06479
Diving,2514.0,2571.0,video_validation_0000166,2530.06479
CliffDiving,3048.0,3150.0,video_validation_0000166,3104.58942
Diving,3048.0,3150.0,video_validation_0000166,3104.58942
CliffDiving,3402.0,3504.0,video_validation_0000166,3469.46763
Diving,3402.0,3504.0,video_validation_0000166,3469.46763
CliffDiving,186.0,438.0,video_validation_0000167,331.74312
Diving,186.0,438.0,video_validation_0000167,331.74312
CliffDiving,450.0,648.0,video_validation_0000167,583.1086799999999
Diving,450.0,648.0,video_validation_0000167,583.1086799999999
CliffDiving,660.0,816.0,video_validation_0000167,755.06601
Diving,660.0,816.0,video_validation_0000167,755.06601
CliffDiving,924.0,1185.0,video_validation_0000167,1055.95752
Diving,924.0,1185.0,video_validation_0000167,1055.95752
CliffDiving,1320.0,1506.0,video_validation_0000167,1447.11576
Diving,1320.0,1506.0,video_validation_0000167,1447.11576
CliffDiving,1926.0,2202.0,video_validation_0000167,2038.63794
Diving,1926.0,2202.0,video_validation_0000167,2038.63794
CliffDiving,2562.0,2631.0,video_validation_0000167,2592.3498
Diving,2562.0,2631.0,video_validation_0000167,2592.3498
CliffDiving,2670.0,2727.0,video_validation_0000167,2701.84227
Diving,2670.0,2727.0,video_validation_0000167,2701.84227
CliffDiving,2754.0,2826.0,video_validation_0000167,2793.30165
Diving,2754.0,2826.0,video_validation_0000167,2793.30165
CliffDiving,3159.0,3258.0,video_validation_0000167,3201.5571
Diving,3159.0,3258.0,video_validation_0000167,3201.5571
CliffDiving,3279.0,3342.0,video_validation_0000167,3315.31578
Diving,3279.0,3342.0,video_validation_0000167,3315.31578
CliffDiving,4098.0,4257.0,video_validation_0000167,4226.4087899999995
Diving,4098.0,4257.0,video_validation_0000167,4226.4087899999995
CliffDiving,4260.0,4440.0,video_validation_0000167,4360.95693
Diving,4260.0,4440.0,video_validation_0000167,4360.95693
CliffDiving,4452.0,4515.0,video_validation_0000167,4487.74938
Diving,4452.0,4515.0,video_validation_0000167,4487.74938
CliffDiving,4590.0,4662.0,video_validation_0000167,4635.26751
Diving,4590.0,4662.0,video_validation_0000167,4635.26751
CliffDiving,4746.0,4812.0,video_validation_0000167,4779.99783
Diving,4746.0,4812.0,video_validation_0000167,4779.99783
CliffDiving,4830.0,4896.0,video_validation_0000167,4872.46125
Diving,4830.0,4896.0,video_validation_0000167,4872.46125
CliffDiving,4929.0,4986.0,video_validation_0000167,4950.1255200000005
Diving,4929.0,4986.0,video_validation_0000167,4950.1255200000005
CliffDiving,5019.0,5076.0,video_validation_0000167,5052.67101
Diving,5019.0,5076.0,video_validation_0000167,5052.67101
CliffDiving,5085.0,5154.0,video_validation_0000167,5143.83534
Diving,5085.0,5154.0,video_validation_0000167,5143.83534
CliffDiving,5175.0,5364.0,video_validation_0000167,5297.550209999999
Diving,5175.0,5364.0,video_validation_0000167,5297.550209999999
CliffDiving,5487.0,5580.0,video_validation_0000167,5563.65165
Diving,5487.0,5580.0,video_validation_0000167,5563.65165
CliffDiving,5592.0,5673.0,video_validation_0000167,5651.086649999999
Diving,5592.0,5673.0,video_validation_0000167,5651.086649999999
CliffDiving,423.0,528.0,video_validation_0000168,467.41188
Diving,423.0,528.0,video_validation_0000168,467.41188
CliffDiving,615.0,711.0,video_validation_0000168,674.11278
Diving,615.0,711.0,video_validation_0000168,674.11278
CliffDiving,780.0,843.0,video_validation_0000168,809.03676
Diving,780.0,843.0,video_validation_0000168,809.03676
CliffDiving,924.0,1017.0,video_validation_0000168,961.029
Diving,924.0,1017.0,video_validation_0000168,961.029
CliffDiving,1260.0,1329.0,video_validation_0000168,1289.7462600000001
Diving,1260.0,1329.0,video_validation_0000168,1289.7462600000001
CliffDiving,1494.0,1587.0,video_validation_0000168,1540.70421
Diving,1494.0,1587.0,video_validation_0000168,1540.70421
CliffDiving,1662.0,1740.0,video_validation_0000168,1684.76763
Diving,1662.0,1740.0,video_validation_0000168,1684.76763
CliffDiving,1860.0,1962.0000000000002,video_validation_0000168,1896.62025
Diving,1860.0,1962.0000000000002,video_validation_0000168,1896.62025
CliffDiving,2046.0,2112.0,video_validation_0000168,2095.44882
Diving,2046.0,2112.0,video_validation_0000168,2095.44882
CliffDiving,2358.0,2460.0,video_validation_0000168,2394.13029
Diving,2358.0,2460.0,video_validation_0000168,2394.13029
CliffDiving,2607.0,2709.0,video_validation_0000168,2671.60506
Diving,2607.0,2709.0,video_validation_0000168,2671.60506
CliffDiving,2937.0,3042.0,video_validation_0000168,2979.96234
Diving,2937.0,3042.0,video_validation_0000168,2979.96234
CliffDiving,3105.0,3180.0,video_validation_0000168,3146.30979
Diving,3105.0,3180.0,video_validation_0000168,3146.30979
CliffDiving,3321.0,3390.0,video_validation_0000168,3365.08275
Diving,3321.0,3390.0,video_validation_0000168,3365.08275
CliffDiving,3600.0,3890.9999999999995,video_validation_0000168,3779.8818
Diving,3600.0,3890.9999999999995,video_validation_0000168,3779.8818
CliffDiving,4002.0,4080.0,video_validation_0000168,4034.09424
Diving,4002.0,4080.0,video_validation_0000168,4034.09424
CliffDiving,54.0,159.0,video_validation_0000169,116.16783
Diving,54.0,159.0,video_validation_0000169,116.16783
CliffDiving,180.0,213.0,video_validation_0000169,213.62622
Diving,180.0,213.0,video_validation_0000169,213.62622
CliffDiving,363.0,420.0,video_validation_0000169,406.33140000000003
Diving,363.0,420.0,video_validation_0000169,406.33140000000003
CliffDiving,510.0,546.0,video_validation_0000169,529.81227
Diving,510.0,546.0,video_validation_0000169,529.81227
CliffDiving,792.0,837.0,video_validation_0000169,823.77456
Diving,792.0,837.0,video_validation_0000169,823.77456
CliffDiving,867.0,918.0,video_validation_0000169,890.0769899999999
Diving,867.0,918.0,video_validation_0000169,890.0769899999999
CliffDiving,966.0000000000001,1005.0,video_validation_0000169,987.0620100000001
Diving,966.0000000000001,1005.0,video_validation_0000169,987.0620100000001
CliffDiving,1011.0000000000001,1065.0,video_validation_0000169,1028.2061099999999
Diving,1011.0000000000001,1065.0,video_validation_0000169,1028.2061099999999
CliffDiving,1071.0,1128.0,video_validation_0000169,1100.78322
Diving,1071.0,1128.0,video_validation_0000169,1100.78322
CliffDiving,1152.0,1200.0,video_validation_0000169,1187.6421
Diving,1152.0,1200.0,video_validation_0000169,1187.6421
CliffDiving,1410.0,1500.0,video_validation_0000169,1401.92064
Diving,1410.0,1500.0,video_validation_0000169,1401.92064
CliffDiving,1410.0,1500.0,video_validation_0000169,1481.95443
Diving,1410.0,1500.0,video_validation_0000169,1481.95443
CliffDiving,1503.0,1539.0,video_validation_0000169,1526.34093
Diving,1503.0,1539.0,video_validation_0000169,1526.34093
CliffDiving,1593.0,1800.0,video_validation_0000169,1721.94654
Diving,1593.0,1800.0,video_validation_0000169,1721.94654
CliffDiving,1947.0000000000002,2001.0,video_validation_0000169,1969.68207
Diving,1947.0000000000002,2001.0,video_validation_0000169,1969.68207
CliffDiving,2025.0,2070.0,video_validation_0000169,2056.12383
Diving,2025.0,2070.0,video_validation_0000169,2056.12383
CliffDiving,2163.0,2217.0,video_validation_0000169,2158.4136
Diving,2163.0,2217.0,video_validation_0000169,2158.4136
CliffDiving,2163.0,2217.0,video_validation_0000169,2209.50396
Diving,2163.0,2217.0,video_validation_0000169,2209.50396
CliffDiving,2235.0,2268.0,video_validation_0000169,2266.0826700000002
Diving,2235.0,2268.0,video_validation_0000169,2266.0826700000002
CliffDiving,2271.0,2307.0,video_validation_0000169,2296.3488899999998
Diving,2271.0,2307.0,video_validation_0000169,2296.3488899999998
CliffDiving,2358.0,2400.0,video_validation_0000169,2371.82259
Diving,2358.0,2400.0,video_validation_0000169,2371.82259
CliffDiving,2409.0,2445.0,video_validation_0000169,2441.85939
Diving,2409.0,2445.0,video_validation_0000169,2441.85939
CliffDiving,2481.0,2583.0,video_validation_0000169,2542.36782
Diving,2481.0,2583.0,video_validation_0000169,2542.36782
CliffDiving,2598.0,2640.0,video_validation_0000169,2627.88639
Diving,2598.0,2640.0,video_validation_0000169,2627.88639
CliffDiving,2664.0,2706.0,video_validation_0000169,2684.80581
Diving,2664.0,2706.0,video_validation_0000169,2684.80581
CliffDiving,2805.0,2871.0,video_validation_0000169,2847.8109
Diving,2805.0,2871.0,video_validation_0000169,2847.8109
CliffDiving,2883.0,2916.0,video_validation_0000169,2904.60747
Diving,2883.0,2916.0,video_validation_0000169,2904.60747
CliffDiving,3177.0,3228.0,video_validation_0000169,3174.6135600000002
Diving,3177.0,3228.0,video_validation_0000169,3174.6135600000002
CliffDiving,3177.0,3228.0,video_validation_0000169,3221.56323
Diving,3177.0,3228.0,video_validation_0000169,3221.56323
CliffDiving,3258.0,3315.0,video_validation_0000169,3286.61262
Diving,3258.0,3315.0,video_validation_0000169,3286.61262
CliffDiving,3408.0,3459.0,video_validation_0000169,3426.96975
Diving,3408.0,3459.0,video_validation_0000169,3426.96975
CliffDiving,3462.0,3519.0,video_validation_0000169,3488.59179
Diving,3462.0,3519.0,video_validation_0000169,3488.59179
CliffDiving,3732.0,3783.0,video_validation_0000169,3766.9357200000004
Diving,3732.0,3783.0,video_validation_0000169,3766.9357200000004
CliffDiving,3783.0,3807.0,video_validation_0000169,3805.34274
Diving,3783.0,3807.0,video_validation_0000169,3805.34274
CliffDiving,3819.0,3855.0,video_validation_0000169,3841.39575
Diving,3819.0,3855.0,video_validation_0000169,3841.39575
CliffDiving,3858.0,3894.0000000000005,video_validation_0000169,3878.4602699999996
Diving,3858.0,3894.0000000000005,video_validation_0000169,3878.4602699999996
CliffDiving,3897.0,3939.0000000000005,video_validation_0000169,3939.2531999999997
Diving,3897.0,3939.0000000000005,video_validation_0000169,3939.2531999999997
CliffDiving,4038.0,4095.0,video_validation_0000169,4089.67182
Diving,4038.0,4095.0,video_validation_0000169,4089.67182
CliffDiving,4308.0,4323.0,video_validation_0000169,4372.21893
Diving,4308.0,4323.0,video_validation_0000169,4372.21893
CliffDiving,4539.0,4584.0,video_validation_0000169,4461.772440000001
Diving,4539.0,4584.0,video_validation_0000169,4461.772440000001
CliffDiving,4539.0,4584.0,video_validation_0000169,4575.94722
Diving,4539.0,4584.0,video_validation_0000169,4575.94722
CliffDiving,4680.0,4731.0,video_validation_0000169,4714.39182
Diving,4680.0,4731.0,video_validation_0000169,4714.39182
CliffDiving,4758.0,4779.0,video_validation_0000169,4778.60877
Diving,4758.0,4779.0,video_validation_0000169,4778.60877
CliffDiving,4821.0,4827.0,video_validation_0000169,4817.32269
Diving,4821.0,4827.0,video_validation_0000169,4817.32269
CliffDiving,4905.0,4962.0,video_validation_0000169,4941.55011
Diving,4905.0,4962.0,video_validation_0000169,4941.55011
CliffDiving,5118.0,5169.0,video_validation_0000169,5137.19394
Diving,5118.0,5169.0,video_validation_0000169,5137.19394
CliffDiving,5184.0,5241.0,video_validation_0000169,5208.27753
Diving,5184.0,5241.0,video_validation_0000169,5208.27753
CliffDiving,5274.0,5316.0,video_validation_0000169,5307.2694
Diving,5274.0,5316.0,video_validation_0000169,5307.2694
CliffDiving,669.0,762.0,video_validation_0000170,699.00897
Diving,669.0,762.0,video_validation_0000170,699.00897
CliffDiving,2826.0,2973.0,video_validation_0000170,2907.00387
Diving,2826.0,2973.0,video_validation_0000170,2907.00387
CliffDiving,3711.0,3828.0,video_validation_0000170,3797.53992
Diving,3711.0,3828.0,video_validation_0000170,3797.53992
CliffDiving,4818.0,5064.0,video_validation_0000170,4998.78123
Diving,4818.0,5064.0,video_validation_0000170,4998.78123
CliffDiving,5601.0,5712.0,video_validation_0000170,5665.310670000001
Diving,5601.0,5712.0,video_validation_0000170,5665.310670000001
CricketBowling,78.0,108.0,video_validation_0000171,101.64402
CricketShot,102.0,132.0,video_validation_0000171,122.86653000000001
CricketBowling,2463.0,2517.0,video_validation_0000171,2494.96965
CricketShot,2508.0,2565.0,video_validation_0000171,2539.4700599999996
CricketBowling,2715.0,2748.0,video_validation_0000171,2745.1542299999996
CricketShot,2751.0,2784.0,video_validation_0000171,2789.0946599999997
CricketBowling,2988.0,3039.0,video_validation_0000171,3024.12135
CricketShot,3063.0,3087.0,video_validation_0000171,3087.45717
CricketBowling,3282.0,3336.0,video_validation_0000171,3318.5423699999997
CricketShot,3342.0,3426.0,video_validation_0000171,3373.22478
