class,start_frame,stop_frame,video_id,point
Billiards,2025.0,2277.0,video_validation_0000051,1987.6356
Billiards,2577.0,2718.0,video_validation_0000051,2645.7864
Billiards,4179.0,4446.0,video_validation_0000051,4330.412340000001
Billiards,729.0,744.0,video_validation_0000052,743.5762500000001
Billiards,273.0,414.0,video_validation_0000053,286.21755
Billiards,672.0,744.0,video_validation_0000053,721.55505
Billiards,1029.0,1203.0,video_validation_0000053,1149.0364200000001
Billiards,1491.0,1590.0,video_validation_0000053,1546.79418
Billiards,1908.0,2055.0,video_validation_0000053,1946.21793
Billiards,2238.0,2418.0,video_validation_0000053,2342.84976
Billiards,2655.0,2721.0,video_validation_0000053,2687.67336
Billiards,2901.0,2976.0,video_validation_0000053,2951.46222
Billiards,3381.0,3414.0,video_validation_0000053,3395.0911499999997
Billiards,3735.0,3900.0,video_validation_0000053,3832.8919499999997
Billiards,4152.0,4380.0,video_validation_0000053,4307.4150899999995
Billiards,4584.0,4683.0,video_validation_0000053,4602.00513
Billiards,4917.0,4992.0,video_validation_0000053,4943.08155
Billiards,5277.0,5430.0,video_validation_0000053,5336.435219999999
Billiards,5664.0,5814.0,video_validation_0000053,5700.91419
Billiards,3807.0,3828.0,video_validation_0000054,3815.97582
Billiards,615.0,768.0,video_validation_0000055,634.96956
Billiards,1404.0,1548.0,video_validation_0000055,1439.5443599999999
Billiards,1758.0,2031.0,video_validation_0000055,1835.4532199999999
Billiards,2187.0,2316.0,video_validation_0000055,2201.1666299999997
Billiards,2568.0,2727.0,video_validation_0000055,2576.97801
Billiards,2853.0,2988.0,video_validation_0000055,2894.166
Billiards,3126.0,3252.0,video_validation_0000055,3220.64367
Billiards,3504.0,3651.0,video_validation_0000055,3557.44017
Billiards,3822.0,3993.0,video_validation_0000055,3874.2859200000003
Billiards,522.0,729.0,video_validation_0000056,565.07067
Billiards,822.0,1062.0,video_validation_0000056,844.99941
Billiards,1515.0,1581.0,video_validation_0000056,1534.97016
Billiards,1803.0,1878.0,video_validation_0000056,1827.56835
Billiards,2163.0,2187.0,video_validation_0000056,2172.5653500000003
Billiards,2550.0,2580.0,video_validation_0000056,2563.16754
Billiards,2742.0,2844.0,video_validation_0000056,2812.77873
Billiards,3054.0,3204.0,video_validation_0000056,3070.40331
Billiards,3624.0,3705.0,video_validation_0000056,3663.40266
Billiards,3747.0,3801.0,video_validation_0000056,3760.9368299999996
Billiards,3935.9999999999995,3954.0000000000005,video_validation_0000056,3939.38073
Billiards,282.0,351.0,video_validation_0000057,301.00911
Billiards,1311.0,1428.0,video_validation_0000057,1390.27398
Billiards,2103.0,2211.0,video_validation_0000057,2114.6516699999997
Billiards,2412.0,2499.0,video_validation_0000057,2435.44848
Billiards,2745.0,2904.0,video_validation_0000057,2798.9436600000004
Billiards,3144.0,3213.0,video_validation_0000057,3161.06136
Billiards,3381.0,3528.0,video_validation_0000057,3421.134
Billiards,4209.0,4272.0,video_validation_0000057,4224.06834
Billiards,4452.0,4503.0,video_validation_0000057,4474.55991
Billiards,4791.0,4899.0,video_validation_0000057,4800.78135
Billiards,5574.0,5670.0,video_validation_0000057,5624.0859900000005
Billiards,5895.0,6057.0,video_validation_0000057,5922.79818
Billiards,6474.0,6624.0,video_validation_0000057,6513.8828699999995
Billiards,327.0,348.0,video_validation_0000058,345.34884
Billiards,2487.0,2529.0,video_validation_0000058,2499.56118
Billiards,3426.0,3477.0,video_validation_0000058,3435.42468
Billiards,3711.0,3786.0,video_validation_0000058,3734.28336
Billiards,147.0,201.0,video_validation_0000059,195.81105
Billiards,768.0,816.0,video_validation_0000059,791.82819
Billiards,1278.0,1329.0,video_validation_0000059,1311.80223
Billiards,2055.0,2109.0,video_validation_0000059,2081.79939
Billiards,2484.0,2532.0,video_validation_0000059,2496.45453
Billiards,2724.0,2739.0,video_validation_0000059,2737.42875
Billiards,3126.0,3144.0,video_validation_0000059,3144.5280900000002
Billiards,3363.0,3390.0,video_validation_0000059,3377.1740999999997
Billiards,3690.0,3741.0,video_validation_0000059,3720.69117
Billiards,3978.0,4020.0,video_validation_0000059,4006.317
Billiards,4365.0,4392.0,video_validation_0000059,4377.0903
Billiards,5118.0,5160.0,video_validation_0000059,5131.24851
Billiards,5499.0,5514.0,video_validation_0000059,5507.230500000001
Billiards,6021.0,6135.0,video_validation_0000059,6098.99697
Billiards,6402.0,6450.0,video_validation_0000059,6414.19185
Billiards,717.0,936.0,video_validation_0000060,807.28917
Billiards,1506.0,1698.0,video_validation_0000060,1577.11413
Billiards,1803.0,1905.0,video_validation_0000060,1847.1399900000001
Billiards,2211.0,2301.0,video_validation_0000060,2233.90344
Billiards,3030.0,3150.0,video_validation_0000060,3050.808
Billiards,3696.0,3837.0,video_validation_0000060,3765.19872
Billiards,4005.0,4092.0,video_validation_0000060,4032.8772299999996
Billiards,4476.0,4563.0,video_validation_0000060,4507.18257
CleanAndJerk,306.0,687.0,video_validation_0000151,347.94801
CleanAndJerk,384.0,852.0,video_validation_0000152,501.10137000000003
CleanAndJerk,1680.0,1878.0,video_validation_0000152,1701.27177
CleanAndJerk,2943.0,3744.0,video_validation_0000152,3006.26502
CleanAndJerk,129.0,327.0,video_validation_0000153,213.05100000000002
CleanAndJerk,489.0,633.0,video_validation_0000153,547.00815
CleanAndJerk,855.0,1104.0,video_validation_0000153,923.5545900000001
CleanAndJerk,1686.0,2190.0,video_validation_0000153,1737.18747
CleanAndJerk,2571.0,3030.0,video_validation_0000153,2589.04578
CleanAndJerk,3642.0,4248.0,video_validation_0000153,3722.05908
CleanAndJerk,162.0,348.0,video_validation_0000154,187.45148999999998
CleanAndJerk,390.0,591.0,video_validation_0000154,399.48141
CleanAndJerk,642.0,879.0,video_validation_0000154,655.93725
CleanAndJerk,1068.0,1356.0,video_validation_0000155,1090.23102
CleanAndJerk,105.0,321.0,video_validation_0000156,155.98310999999998
CleanAndJerk,585.0,816.0,video_validation_0000156,619.9455
CleanAndJerk,3504.0,3645.0,video_validation_0000156,3518.3431499999997
CleanAndJerk,3816.0,4002.0,video_validation_0000156,3833.99898
CleanAndJerk,4347.0,4542.0,video_validation_0000156,4383.49104
CleanAndJerk,4944.0,5217.0,video_validation_0000156,4981.384230000001
CleanAndJerk,5541.0,5787.0,video_validation_0000156,5594.8065
CleanAndJerk,6783.0,7038.0,video_validation_0000156,6833.36196
CleanAndJerk,9.0,288.0,video_validation_0000157,10.18176
CleanAndJerk,321.0,1488.0,video_validation_0000157,412.49457
CleanAndJerk,117.0,483.00000000000006,video_validation_0000158,143.95445999999998
